CallAccountShortName;ExecDate;Currency;Nominal;vextir;bp
bank14;2020-08-05;EUR;0;ESTR O/N;100
bank15;2020-08-05;USD;0,331605199;SOFR O/N;200
bank16;2020-08-05;USD;-9188876,542;BGCR O/N;0
bank17;2020-08-05;USD;27498,67431;EFFR O/N;0
bank18;2020-08-05;USD;400949356,9;TGCR O/N;-100
bank19;2020-08-05;USD;0;OBFR O/N;100
bank20;2020-08-05;ISK;0,309077715;REIBOR O/N;200
bank1;2020-08-06;USD;-9902730,489;SOFR O/N;0
bank2;2020-08-06;USD;47139,82131;BGCR O/N;0
bank3;2020-08-06;USD;332858349,5;EFFR O/N;-100
bank4;2020-08-06;USD;0;TGCR O/N;100
bank5;2020-08-06;USD;0,505747893;OBFR O/N;200
bank6;2020-08-06;ISK;-12650990,54;REIBOR O/N;0
bank7;2020-08-06;EUR;36571,31279;ESTR O/N;0
bank8;2020-08-06;USD;543451672,8;SOFR O/N;-100
bank9;2020-08-06;USD;0;BGCR O/N;100
bank10;2020-08-06;USD;0,339598046;EFFR O/N;200
bank11;2020-08-06;USD;-3716408,269;TGCR O/N;0
bank12;2020-08-06;USD;21742,37547;OBFR O/N;0
bank13;2020-08-06;ISK;387307761,2;REIBOR O/N;-100
bank14;2020-08-06;EUR;0;ESTR O/N;100
bank15;2020-08-06;USD;0,328289147;SOFR O/N;200
bank16;2020-08-06;USD;-9188876,542;BGCR O/N;0
bank17;2020-08-06;USD;27223,68757;EFFR O/N;0
bank18;2020-08-06;USD;400949356,9;TGCR O/N;-100
bank19;2020-08-06;USD;0;OBFR O/N;100
bank20;2020-08-06;ISK;0,305986938;REIBOR O/N;200
bank1;2020-08-07;USD;-9902730,489;SOFR O/N;0
bank2;2020-08-07;USD;47139,82131;BGCR O/N;0
bank3;2020-08-07;USD;329529766;EFFR O/N;-100
bank4;2020-08-07;USD;0;TGCR O/N;100
bank5;2020-08-07;USD;0,500690414;OBFR O/N;200
bank6;2020-08-07;ISK;-12650990,54;REIBOR O/N;0
bank7;2020-08-07;EUR;36571,31279;ESTR O/N;0
bank8;2020-08-07;USD;551603447,8;SOFR O/N;-100
bank9;2020-08-07;USD;0;BGCR O/N;100
bank10;2020-08-07;USD;0,344692017;EFFR O/N;200
bank11;2020-08-07;USD;-3716408,269;TGCR O/N;0
bank12;2020-08-07;USD;21742,37547;OBFR O/N;0
bank13;2020-08-07;ISK;393117377,6;REIBOR O/N;-100
bank14;2020-08-07;EUR;0;ESTR O/N;100
bank15;2020-08-07;USD;0,328289147;SOFR O/N;200
bank16;2020-08-07;USD;-9326709,69;BGCR O/N;0
bank17;2020-08-07;USD;27632,04288;EFFR O/N;0
bank18;2020-08-07;USD;400949356,9;TGCR O/N;-100
bank19;2020-08-07;USD;0;OBFR O/N;100
bank20;2020-08-07;ISK;0,305986938;REIBOR O/N;200
bank1;2020-08-08;USD;-9803703,184;SOFR O/N;0
bank2;2020-08-08;USD;47139,82131;BGCR O/N;0
bank3;2020-08-08;USD;329529766;EFFR O/N;-100
bank4;2020-08-08;USD;0;TGCR O/N;100
bank5;2020-08-08;USD;0,50820077;OBFR O/N;200
bank6;2020-08-08;ISK;-12650990,54;REIBOR O/N;0
bank7;2020-08-08;EUR;36571,31279;ESTR O/N;0
bank8;2020-08-08;USD;546087413,4;SOFR O/N;-100
bank9;2020-08-08;USD;0;BGCR O/N;100
bank10;2020-08-08;USD;0,344692017;EFFR O/N;200
bank11;2020-08-08;USD;-3679244,186;TGCR O/N;0
bank12;2020-08-08;USD;21742,37547;OBFR O/N;0
bank13;2020-08-08;ISK;389186203,9;REIBOR O/N;-100
bank14;2020-08-08;EUR;0;ESTR O/N;100
bank15;2020-08-08;USD;0,328289147;SOFR O/N;200
bank16;2020-08-08;USD;-9326709,69;BGCR O/N;0
bank17;2020-08-08;USD;27355,72245;EFFR O/N;0
bank18;2020-08-08;USD;400949356,9;TGCR O/N;-100
bank19;2020-08-08;USD;0;OBFR O/N;100
bank20;2020-08-08;ISK;0,310576742;REIBOR O/N;200
bank1;2020-08-09;USD;-9803703,184;SOFR O/N;0
bank2;2020-08-09;USD;46668,4231;BGCR O/N;0
bank3;2020-08-09;USD;329529766;EFFR O/N;-100
bank4;2020-08-09;USD;0;TGCR O/N;100
bank5;2020-08-09;USD;0,50820077;OBFR O/N;200
bank6;2020-08-09;ISK;-12524480,63;REIBOR O/N;0
bank7;2020-08-09;EUR;36571,31279;ESTR O/N;0
bank8;2020-08-09;USD;540626539,2;SOFR O/N;-100
bank9;2020-08-09;USD;0;BGCR O/N;100
bank10;2020-08-09;USD;0,349862397;EFFR O/N;200
bank11;2020-08-09;USD;-3679244,186;TGCR O/N;0
bank12;2020-08-09;USD;22068,5111;OBFR O/N;0
bank13;2020-08-09;ISK;389186203,9;REIBOR O/N;-100
bank14;2020-08-09;EUR;0;ESTR O/N;100
bank15;2020-08-09;USD;0,328289147;SOFR O/N;200
bank16;2020-08-09;USD;-9326709,69;BGCR O/N;0
bank17;2020-08-09;USD;27766,05829;EFFR O/N;0
bank18;2020-08-09;USD;406963597,2;TGCR O/N;-100
bank19;2020-08-09;USD;0;OBFR O/N;100
bank20;2020-08-09;ISK;0,315235393;REIBOR O/N;200
bank1;2020-08-10;USD;-9803703,184;SOFR O/N;0
bank2;2020-08-10;USD;46668,4231;BGCR O/N;0
bank3;2020-08-10;USD;334472712,5;EFFR O/N;-100
bank4;2020-08-10;USD;0;TGCR O/N;100
bank5;2020-08-10;USD;0,50820077;OBFR O/N;200
bank6;2020-08-10;ISK;-12399235,83;REIBOR O/N;0
bank7;2020-08-10;EUR;36205,59966;ESTR O/N;0
bank8;2020-08-10;USD;540626539,2;SOFR O/N;-100
bank9;2020-08-10;USD;0;BGCR O/N;100
bank10;2020-08-10;USD;0,355110333;EFFR O/N;200
bank11;2020-08-10;USD;-3679244,186;TGCR O/N;0
bank12;2020-08-10;USD;22399,53877;OBFR O/N;0
bank13;2020-08-10;ISK;389186203,9;REIBOR O/N;-100
bank14;2020-08-10;EUR;0;ESTR O/N;100
bank15;2020-08-10;USD;0,333213484;SOFR O/N;200
bank16;2020-08-10;USD;-9233442,593;BGCR O/N;0
bank17;2020-08-10;USD;27488,3977;EFFR O/N;0
bank18;2020-08-10;USD;406963597,2;TGCR O/N;-100
bank19;2020-08-10;USD;0;OBFR O/N;100
bank20;2020-08-10;ISK;0,319963924;REIBOR O/N;200
bank1;2020-08-11;USD;-9803703,184;SOFR O/N;0
bank2;2020-08-11;USD;47368,44945;BGCR O/N;0
bank3;2020-08-11;USD;339489803,2;EFFR O/N;-100
bank4;2020-08-11;USD;0;TGCR O/N;100
bank5;2020-08-11;USD;0,515823782;OBFR O/N;200
bank6;2020-08-11;ISK;-12585224,36;REIBOR O/N;0
bank7;2020-08-11;EUR;36748,68365;ESTR O/N;0
bank8;2020-08-11;USD;540626539,2;SOFR O/N;-100
bank9;2020-08-11;USD;0;BGCR O/N;100
bank10;2020-08-11;USD;0,355110333;EFFR O/N;200
bank11;2020-08-11;USD;-3679244,186;TGCR O/N;0
bank12;2020-08-11;USD;22399,53877;OBFR O/N;0
bank13;2020-08-11;ISK;385294341,8;REIBOR O/N;-100
bank14;2020-08-11;EUR;0;ESTR O/N;100
bank15;2020-08-11;USD;0,329881349;SOFR O/N;200
bank16;2020-08-11;USD;-9141108,167;BGCR O/N;0
bank17;2020-08-11;USD;27488,3977;EFFR O/N;0
bank18;2020-08-11;USD;406963597,2;TGCR O/N;-100
bank19;2020-08-11;USD;0;OBFR O/N;100
bank20;2020-08-11;ISK;0,319963924;REIBOR O/N;200
bank1;2020-08-12;USD;-9705666,152;SOFR O/N;0
bank2;2020-08-12;USD;47368,44945;BGCR O/N;0
bank3;2020-08-12;USD;339489803,2;EFFR O/N;-100
bank4;2020-08-12;USD;0;TGCR O/N;100
bank5;2020-08-12;USD;0,515823782;OBFR O/N;200
bank6;2020-08-12;ISK;-12774002,73;REIBOR O/N;0
bank7;2020-08-12;EUR;36381,19682;ESTR O/N;0
bank8;2020-08-12;USD;535220273,8;SOFR O/N;-100
bank9;2020-08-12;USD;0;BGCR O/N;100
bank10;2020-08-12;USD;0,355110333;EFFR O/N;200
bank11;2020-08-12;USD;-3679244,186;TGCR O/N;0
bank12;2020-08-12;USD;22735,53185;OBFR O/N;0
bank13;2020-08-12;ISK;385294341,8;REIBOR O/N;-100
bank14;2020-08-12;EUR;0;ESTR O/N;100
bank15;2020-08-12;USD;0,326582536;SOFR O/N;200
bank16;2020-08-12;USD;-9278224,79;BGCR O/N;0
bank17;2020-08-12;USD;27488,3977;EFFR O/N;0
bank18;2020-08-12;USD;402893961,2;TGCR O/N;-100
bank19;2020-08-12;USD;0;OBFR O/N;100
bank20;2020-08-12;ISK;0,316764285;REIBOR O/N;200
bank1;2020-08-13;USD;-9705666,152;SOFR O/N;0
bank2;2020-08-13;USD;48078,97619;BGCR O/N;0
bank3;2020-08-13;USD;339489803,2;EFFR O/N;-100
bank4;2020-08-13;USD;0;TGCR O/N;100
bank5;2020-08-13;USD;0,523561139;OBFR O/N;200
bank6;2020-08-13;ISK;-12965612,77;REIBOR O/N;0
bank7;2020-08-13;EUR;36017,38485;ESTR O/N;0
bank8;2020-08-13;USD;543248577,9;SOFR O/N;-100
bank9;2020-08-13;USD;0;BGCR O/N;100
bank10;2020-08-13;USD;0,355110333;EFFR O/N;200
bank11;2020-08-13;USD;-3642451,744;TGCR O/N;0
bank12;2020-08-13;USD;22735,53185;OBFR O/N;0
bank13;2020-08-13;ISK;385294341,8;REIBOR O/N;-100
bank14;2020-08-13;EUR;0;ESTR O/N;100
bank15;2020-08-13;USD;0,331481274;SOFR O/N;200
bank16;2020-08-13;USD;-9278224,79;BGCR O/N;0
bank17;2020-08-13;USD;27488,3977;EFFR O/N;0
bank18;2020-08-13;USD;398865021,6;TGCR O/N;-100
bank19;2020-08-13;USD;0;OBFR O/N;100
bank20;2020-08-13;ISK;0,313596642;REIBOR O/N;200
bank1;2020-08-14;USD;-9608609,49;SOFR O/N;0
bank2;2020-08-14;USD;48078,97619;BGCR O/N;0
bank3;2020-08-14;USD;336094905,2;EFFR O/N;-100
bank4;2020-08-14;USD;0;TGCR O/N;100
bank5;2020-08-14;USD;0,523561139;OBFR O/N;200
bank6;2020-08-14;ISK;-12965612,77;REIBOR O/N;0
bank7;2020-08-14;EUR;35657,211;ESTR O/N;0
bank8;2020-08-14;USD;543248577,9;SOFR O/N;-100
bank9;2020-08-14;USD;0;BGCR O/N;100
bank10;2020-08-14;USD;0,355110333;EFFR O/N;200
bank11;2020-08-14;USD;-3642451,744;TGCR O/N;0
bank12;2020-08-14;USD;22508,17653;OBFR O/N;0
bank13;2020-08-14;ISK;385294341,8;REIBOR O/N;-100
bank14;2020-08-14;EUR;0;ESTR O/N;100
bank15;2020-08-14;USD;0,331481274;SOFR O/N;200
bank16;2020-08-14;USD;-9185442,542;BGCR O/N;0
bank17;2020-08-14;USD;27213,51373;EFFR O/N;0
bank18;2020-08-14;USD;398865021,6;TGCR O/N;-100
bank19;2020-08-14;USD;0;OBFR O/N;100
bank20;2020-08-14;ISK;0,310460676;REIBOR O/N;200
bank1;2020-08-15;USD;-9608609,49;SOFR O/N;0
bank2;2020-08-15;USD;47598,18643;BGCR O/N;0
bank3;2020-08-15;USD;332733956,1;EFFR O/N;-100
bank4;2020-08-15;USD;0;TGCR O/N;100
bank5;2020-08-15;USD;0,523561139;OBFR O/N;200
bank6;2020-08-15;ISK;-13160096,96;REIBOR O/N;0
bank7;2020-08-15;EUR;35657,211;ESTR O/N;0
bank8;2020-08-15;USD;543248577,9;SOFR O/N;-100
bank9;2020-08-15;USD;0;BGCR O/N;100
bank10;2020-08-15;USD;0,35155923;EFFR O/N;200
bank11;2020-08-15;USD;-3606027,227;TGCR O/N;0
bank12;2020-08-15;USD;22508,17653;OBFR O/N;0
bank13;2020-08-15;ISK;391073756,9;REIBOR O/N;-100
bank14;2020-08-15;EUR;0;ESTR O/N;100
bank15;2020-08-15;USD;0,328166461;SOFR O/N;200
bank16;2020-08-15;USD;-9185442,542;BGCR O/N;0
bank17;2020-08-15;USD;27213,51373;EFFR O/N;0
bank18;2020-08-15;USD;398865021,6;TGCR O/N;-100
bank19;2020-08-15;USD;0;OBFR O/N;100
bank20;2020-08-15;ISK;0,307356069;REIBOR O/N;200
bank1;2020-08-16;USD;-9608609,49;SOFR O/N;0
bank2;2020-08-16;USD;47122,20456;BGCR O/N;0
bank3;2020-08-16;USD;337724965,5;EFFR O/N;-100
bank4;2020-08-16;USD;0;TGCR O/N;100
bank5;2020-08-16;USD;0,531414556;OBFR O/N;200
bank6;2020-08-16;ISK;-13160096,96;REIBOR O/N;0
bank7;2020-08-16;EUR;36192,06916;ESTR O/N;0
bank8;2020-08-16;USD;551397306,6;SOFR O/N;-100
bank9;2020-08-16;USD;0;BGCR O/N;100
bank10;2020-08-16;USD;0,348043638;EFFR O/N;200
bank11;2020-08-16;USD;-3606027,227;TGCR O/N;0
bank12;2020-08-16;USD;22283,09477;OBFR O/N;0
bank13;2020-08-16;ISK;396939863,3;REIBOR O/N;-100
bank14;2020-08-16;EUR;0;ESTR O/N;100
bank15;2020-08-16;USD;0,328166461;SOFR O/N;200
bank16;2020-08-16;USD;-9323224,18;BGCR O/N;0
bank17;2020-08-16;USD;26941,37859;EFFR O/N;0
bank18;2020-08-16;USD;398865021,6;TGCR O/N;-100
bank19;2020-08-16;USD;0;OBFR O/N;100
bank20;2020-08-16;ISK;0,307356069;REIBOR O/N;200
bank1;2020-08-17;USD;-9608609,49;SOFR O/N;0
bank2;2020-08-17;USD;47829,03763;BGCR O/N;0
bank3;2020-08-17;USD;337724965,5;EFFR O/N;-100
bank4;2020-08-17;USD;0;TGCR O/N;100
bank5;2020-08-17;USD;0,539385774;OBFR O/N;200
bank6;2020-08-17;ISK;-13160096,96;REIBOR O/N;0
bank7;2020-08-17;EUR;35830,14847;ESTR O/N;0
bank8;2020-08-17;USD;545883333,6;SOFR O/N;-100
bank9;2020-08-17;USD;0;BGCR O/N;100
bank10;2020-08-17;USD;0,344563201;EFFR O/N;200
bank11;2020-08-17;USD;-3569966,954;TGCR O/N;0
bank12;2020-08-17;USD;22283,09477;OBFR O/N;0
bank13;2020-08-17;ISK;392970464,7;REIBOR O/N;-100
bank14;2020-08-17;EUR;0;ESTR O/N;100
bank15;2020-08-17;USD;0,328166461;SOFR O/N;200
bank16;2020-08-17;USD;-9323224,18;BGCR O/N;0
bank17;2020-08-17;USD;26941,37859;EFFR O/N;0
bank18;2020-08-17;USD;404847997;TGCR O/N;-100
bank19;2020-08-17;USD;0;OBFR O/N;100
bank20;2020-08-17;ISK;0,304282508;REIBOR O/N;200
bank1;2020-08-18;USD;-9752738,633;SOFR O/N;0
bank2;2020-08-18;USD;47350,74725;BGCR O/N;0
bank3;2020-08-18;USD;337724965,5;EFFR O/N;-100
bank4;2020-08-18;USD;0;TGCR O/N;100
bank5;2020-08-18;USD;0,539385774;OBFR O/N;200
bank6;2020-08-18;ISK;-13357498,42;REIBOR O/N;0
bank7;2020-08-18;EUR;35830,14847;ESTR O/N;0
bank8;2020-08-18;USD;540424500,2;SOFR O/N;-100
bank9;2020-08-18;USD;0;BGCR O/N;100
bank10;2020-08-18;USD;0,344563201;EFFR O/N;200
bank11;2020-08-18;USD;-3569966,954;TGCR O/N;0
bank12;2020-08-18;USD;22283,09477;OBFR O/N;0
bank13;2020-08-18;ISK;389040760;REIBOR O/N;-100
bank14;2020-08-18;EUR;0;ESTR O/N;100
bank15;2020-08-18;USD;0,328166461;SOFR O/N;200
bank16;2020-08-18;USD;-9323224,18;BGCR O/N;0
bank17;2020-08-18;USD;26941,37859;EFFR O/N;0
bank18;2020-08-18;USD;410920716,9;TGCR O/N;-100
bank19;2020-08-18;USD;0;OBFR O/N;100
bank20;2020-08-18;ISK;0,304282508;REIBOR O/N;200
bank1;2020-08-19;USD;-9752738,633;SOFR O/N;0
bank2;2020-08-19;USD;46877,23978;BGCR O/N;0
bank3;2020-08-19;USD;337724965,5;EFFR O/N;-100
bank4;2020-08-19;USD;0;TGCR O/N;100
bank5;2020-08-19;USD;0,539385774;OBFR O/N;200
bank6;2020-08-19;ISK;-13357498,42;REIBOR O/N;0
bank7;2020-08-19;EUR;35830,14847;ESTR O/N;0
bank8;2020-08-19;USD;548530867,7;SOFR O/N;-100
bank9;2020-08-19;USD;0;BGCR O/N;100
bank10;2020-08-19;USD;0,344563201;EFFR O/N;200
bank11;2020-08-19;USD;-3623516,459;TGCR O/N;0
bank12;2020-08-19;USD;22060,26382;OBFR O/N;0
bank13;2020-08-19;ISK;389040760;REIBOR O/N;-100
bank14;2020-08-19;EUR;0;ESTR O/N;100
bank15;2020-08-19;USD;0,324884796;SOFR O/N;200
bank16;2020-08-19;USD;-9463072,543;BGCR O/N;0
bank17;2020-08-19;USD;26671,9648;EFFR O/N;0
bank18;2020-08-19;USD;406811509,7;TGCR O/N;-100
bank19;2020-08-19;USD;0;OBFR O/N;100
bank20;2020-08-19;ISK;0,304282508;REIBOR O/N;200
bank1;2020-08-20;USD;-9752738,633;SOFR O/N;0
bank2;2020-08-20;USD;46877,23978;BGCR O/N;0
bank3;2020-08-20;USD;337724965,5;EFFR O/N;-100
bank4;2020-08-20;USD;0;TGCR O/N;100
bank5;2020-08-20;USD;0,533991916;OBFR O/N;200
bank6;2020-08-20;ISK;-13557860,89;REIBOR O/N;0
bank7;2020-08-20;EUR;35830,14847;ESTR O/N;0
bank8;2020-08-20;USD;543045559;SOFR O/N;-100
bank9;2020-08-20;USD;0;BGCR O/N;100
bank10;2020-08-20;USD;0,344563201;EFFR O/N;200
bank11;2020-08-20;USD;-3623516,459;TGCR O/N;0
bank12;2020-08-20;USD;21839,66118;OBFR O/N;0
bank13;2020-08-20;ISK;389040760;REIBOR O/N;-100
bank14;2020-08-20;EUR;0;ESTR O/N;100
bank15;2020-08-20;USD;0,324884796;SOFR O/N;200
bank16;2020-08-20;USD;-9463072,543;BGCR O/N;0
bank17;2020-08-20;USD;27072,04428;EFFR O/N;0
bank18;2020-08-20;USD;412913682,4;TGCR O/N;-100
bank19;2020-08-20;USD;0;OBFR O/N;100
bank20;2020-08-20;ISK;0,304282508;REIBOR O/N;200
bank1;2020-08-21;USD;-9655211,246;SOFR O/N;0
bank2;2020-08-21;USD;46408,46738;BGCR O/N;0
bank3;2020-08-21;USD;337724965,5;EFFR O/N;-100
bank4;2020-08-21;USD;0;TGCR O/N;100
bank5;2020-08-21;USD;0,533991916;OBFR O/N;200
bank6;2020-08-21;ISK;-13422282,28;REIBOR O/N;0
bank7;2020-08-21;EUR;35471,84699;ESTR O/N;0
bank8;2020-08-21;USD;543045559;SOFR O/N;-100
bank9;2020-08-21;USD;0;BGCR O/N;100
bank10;2020-08-21;USD;0,344563201;EFFR O/N;200
bank11;2020-08-21;USD;-3623516,459;TGCR O/N;0
bank12;2020-08-21;USD;21839,66118;OBFR O/N;0
bank13;2020-08-21;ISK;389040760;REIBOR O/N;-100
bank14;2020-08-21;EUR;0;ESTR O/N;100
bank15;2020-08-21;USD;0,324884796;SOFR O/N;200
bank16;2020-08-21;USD;-9368441,817;BGCR O/N;0
bank17;2020-08-21;USD;27072,04428;EFFR O/N;0
bank18;2020-08-21;USD;412913682,4;TGCR O/N;-100
bank19;2020-08-21;USD;0;OBFR O/N;100
bank20;2020-08-21;ISK;0,304282508;REIBOR O/N;200
bank1;2020-08-22;USD;-9558659,134;SOFR O/N;0
bank2;2020-08-22;USD;46408,46738;BGCR O/N;0
bank3;2020-08-22;USD;337724965,5;EFFR O/N;-100
bank4;2020-08-22;USD;0;TGCR O/N;100
bank5;2020-08-22;USD;0,542001795;OBFR O/N;200
bank6;2020-08-22;ISK;-13422282,28;REIBOR O/N;0
bank7;2020-08-22;EUR;35117,12852;ESTR O/N;0
bank8;2020-08-22;USD;551191242,4;SOFR O/N;-100
bank9;2020-08-22;USD;0;BGCR O/N;100
bank10;2020-08-22;USD;0,344563201;EFFR O/N;200
bank11;2020-08-22;USD;-3623516,459;TGCR O/N;0
bank12;2020-08-22;USD;22167,2561;OBFR O/N;0
bank13;2020-08-22;ISK;385150352,4;REIBOR O/N;-100
bank14;2020-08-22;EUR;0;ESTR O/N;100
bank15;2020-08-22;USD;0,321635948;SOFR O/N;200
bank16;2020-08-22;USD;-9368441,817;BGCR O/N;0
bank17;2020-08-22;USD;27072,04428;EFFR O/N;0
bank18;2020-08-22;USD;412913682,4;TGCR O/N;-100
bank19;2020-08-22;USD;0;OBFR O/N;100
bank20;2020-08-22;ISK;0,304282508;REIBOR O/N;200
bank1;2020-08-23;USD;-9463072,543;SOFR O/N;0
bank2;2020-08-23;USD;46408,46738;BGCR O/N;0
bank3;2020-08-23;USD;337724965,5;EFFR O/N;-100
bank4;2020-08-23;USD;0;TGCR O/N;100
bank5;2020-08-23;USD;0,550131822;OBFR O/N;200
bank6;2020-08-23;ISK;-13623616,52;REIBOR O/N;0
bank7;2020-08-23;EUR;35643,88545;ESTR O/N;0
bank8;2020-08-23;USD;551191242,4;SOFR O/N;-100
bank9;2020-08-23;USD;0;BGCR O/N;100
bank10;2020-08-23;USD;0,341117569;EFFR O/N;200
bank11;2020-08-23;USD;-3677869,205;TGCR O/N;0
bank12;2020-08-23;USD;22167,2561;OBFR O/N;0
bank13;2020-08-23;ISK;390927607,7;REIBOR O/N;-100
bank14;2020-08-23;EUR;0;ESTR O/N;100
bank15;2020-08-23;USD;0,321635948;SOFR O/N;200
bank16;2020-08-23;USD;-9274757,399;BGCR O/N;0
bank17;2020-08-23;USD;27072,04428;EFFR O/N;0
bank18;2020-08-23;USD;419107387,6;TGCR O/N;-100
bank19;2020-08-23;USD;0;OBFR O/N;100
bank20;2020-08-23;ISK;0,304282508;REIBOR O/N;200
bank1;2020-08-24;USD;-9463072,543;SOFR O/N;0
bank2;2020-08-24;USD;46408,46738;BGCR O/N;0
bank3;2020-08-24;USD;334347715,8;EFFR O/N;-100
bank4;2020-08-24;USD;0;TGCR O/N;100
bank5;2020-08-24;USD;0,544630504;OBFR O/N;200
bank6;2020-08-24;ISK;-13623616,52;REIBOR O/N;0
bank7;2020-08-24;EUR;35643,88545;ESTR O/N;0
bank8;2020-08-24;USD;559459111,1;SOFR O/N;-100
bank9;2020-08-24;USD;0;BGCR O/N;100
bank10;2020-08-24;USD;0,341117569;EFFR O/N;200
bank11;2020-08-24;USD;-3677869,205;TGCR O/N;0
bank12;2020-08-24;USD;22167,2561;OBFR O/N;0
bank13;2020-08-24;ISK;390927607,7;REIBOR O/N;-100
bank14;2020-08-24;EUR;0;ESTR O/N;100
bank15;2020-08-24;USD;0,326460488;SOFR O/N;200
bank16;2020-08-24;USD;-9274757,399;BGCR O/N;0
bank17;2020-08-24;USD;27478,12494;EFFR O/N;0
bank18;2020-08-24;USD;425393998,4;TGCR O/N;-100
bank19;2020-08-24;USD;0;OBFR O/N;100
bank20;2020-08-24;ISK;0,308846746;REIBOR O/N;200
bank1;2020-08-25;USD;-9463072,543;SOFR O/N;0
bank2;2020-08-25;USD;46408,46738;BGCR O/N;0
bank3;2020-08-25;USD;339362931,5;EFFR O/N;-100
bank4;2020-08-25;USD;0;TGCR O/N;100
bank5;2020-08-25;USD;0,544630504;OBFR O/N;200
bank6;2020-08-25;ISK;-13827970,76;REIBOR O/N;0
bank7;2020-08-25;EUR;35643,88545;ESTR O/N;0
bank8;2020-08-25;USD;559459111,1;SOFR O/N;-100
bank9;2020-08-25;USD;0;BGCR O/N;100
bank10;2020-08-25;USD;0,341117569;EFFR O/N;200
bank11;2020-08-25;USD;-3733037,244;TGCR O/N;0
bank12;2020-08-25;USD;22167,2561;OBFR O/N;0
bank13;2020-08-25;ISK;396791521,8;REIBOR O/N;-100
bank14;2020-08-25;EUR;0;ESTR O/N;100
bank15;2020-08-25;USD;0,326460488;SOFR O/N;200
bank16;2020-08-25;USD;-9274757,399;BGCR O/N;0
bank17;2020-08-25;USD;27478,12494;EFFR O/N;0
bank18;2020-08-25;USD;425393998,4;TGCR O/N;-100
bank19;2020-08-25;USD;0;OBFR O/N;100
bank20;2020-08-25;ISK;0,313479447;REIBOR O/N;200
bank1;2020-08-26;USD;-9463072,543;SOFR O/N;0
bank2;2020-08-26;USD;46408,46738;BGCR O/N;0
bank3;2020-08-26;USD;339362931,5;EFFR O/N;-100
bank4;2020-08-26;USD;0;TGCR O/N;100
bank5;2020-08-26;USD;0,544630504;OBFR O/N;200
bank6;2020-08-26;ISK;-14035390,33;REIBOR O/N;0
bank7;2020-08-26;EUR;36178,54373;ESTR O/N;0
bank8;2020-08-26;USD;567850997,7;SOFR O/N;-100
bank9;2020-08-26;USD;0;BGCR O/N;100
bank10;2020-08-26;USD;0,337706394;EFFR O/N;200
bank11;2020-08-26;USD;-3733037,244;TGCR O/N;0
bank12;2020-08-26;USD;22167,2561;OBFR O/N;0
bank13;2020-08-26;ISK;402743394,6;REIBOR O/N;-100
bank14;2020-08-26;EUR;0;ESTR O/N;100
bank15;2020-08-26;USD;0,326460488;SOFR O/N;200
bank16;2020-08-26;USD;-9274757,399;BGCR O/N;0
bank17;2020-08-26;USD;27890,29681;EFFR O/N;0
bank18;2020-08-26;USD;421140058,5;TGCR O/N;-100
bank19;2020-08-26;USD;0;OBFR O/N;100
bank20;2020-08-26;ISK;0,313479447;REIBOR O/N;200
bank1;2020-08-27;USD;-9368441,817;SOFR O/N;0
bank2;2020-08-27;USD;45944,38271;BGCR O/N;0
bank3;2020-08-27;USD;339362931,5;EFFR O/N;-100
bank4;2020-08-27;USD;0;TGCR O/N;100
bank5;2020-08-27;USD;0,544630504;OBFR O/N;200
bank6;2020-08-27;ISK;-14035390,33;REIBOR O/N;0
bank7;2020-08-27;EUR;36178,54373;ESTR O/N;0
bank8;2020-08-27;USD;567850997,7;SOFR O/N;-100
bank9;2020-08-27;USD;0;BGCR O/N;100
bank10;2020-08-27;USD;0,34277199;EFFR O/N;200
bank11;2020-08-27;USD;-3789032,802;TGCR O/N;0
bank12;2020-08-27;USD;22499,76494;OBFR O/N;0
bank13;2020-08-27;ISK;398715960,7;REIBOR O/N;-100
bank14;2020-08-27;EUR;0;ESTR O/N;100
bank15;2020-08-27;USD;0,323195883;SOFR O/N;200
bank16;2020-08-27;USD;-9413878,76;BGCR O/N;0
bank17;2020-08-27;USD;27611,39385;EFFR O/N;0
bank18;2020-08-27;USD;421140058,5;TGCR O/N;-100
bank19;2020-08-27;USD;0;OBFR O/N;100
bank20;2020-08-27;ISK;0,313479447;REIBOR O/N;200
bank1;2020-08-28;USD;-9368441,817;SOFR O/N;0
bank2;2020-08-28;USD;45944,38271;BGCR O/N;0
bank3;2020-08-28;USD;344453375,5;EFFR O/N;-100
bank4;2020-08-28;USD;0;TGCR O/N;100
bank5;2020-08-28;USD;0,552799961;OBFR O/N;200
bank6;2020-08-28;ISK;-13895036,42;REIBOR O/N;0
bank7;2020-08-28;EUR;36721,22188;ESTR O/N;0
bank8;2020-08-28;USD;567850997,7;SOFR O/N;-100
bank9;2020-08-28;USD;0;BGCR O/N;100
bank10;2020-08-28;USD;0,347913569;EFFR O/N;200
bank11;2020-08-28;USD;-3751142,474;TGCR O/N;0
bank12;2020-08-28;USD;22837,26141;OBFR O/N;0
bank13;2020-08-28;ISK;404696700,1;REIBOR O/N;-100
bank14;2020-08-28;EUR;0;ESTR O/N;100
bank15;2020-08-28;USD;0,323195883;SOFR O/N;200
bank16;2020-08-28;USD;-9319739,972;BGCR O/N;0
bank17;2020-08-28;USD;27611,39385;EFFR O/N;0
bank18;2020-08-28;USD;421140058,5;TGCR O/N;-100
bank19;2020-08-28;USD;0;OBFR O/N;100
